student_id,age,gender,year_of_study,course,attendance_percentage,cgpa,study_hours_per_day,assignment_workload,exam_frequency,academic_pressure,sleep_hours,sleep_quality,screen_time_hours,physical_activity_hours,social_interaction_hours,breaks_per_day,hobbies_hours_per_week,days_off_per_week,academic_pressure_score,lifestyle_balance_score,burnout_score,burnout_risk
STU0721,24,Female,3,Design,86.9,8.72,8.0,9,2,9,6.7,4,8.5,3.2,5.5,4,2.9,2,65.87,39.73,60.81,High
STU0722,19,Male,1,Medicine,71.0,7.74,10.3,9,4,9,4.6,1,9.7,4.3,6.3,1,1.8,0,78.07,21.58,75.82,High
STU0723,18,Male,4,Commerce,75.3,7.71,3.1,3,0,2,8.1,10,4.3,10.0,15.5,4,13.8,1,19.41,79.38,19.55,Low
STU0724,21,Female,2,Design,86.1,7.46,4.9,8,3,5,6.2,7,9.7,3.0,11.7,5,6.5,1,52.41,46.7,59.87,Moderate
STU0725,21,Female,3,Computer Science,90.8,7.3,3.2,4,2,4,8.9,9,8.3,5.6,12.4,4,11.2,2,33.03,67.17,22.91,Low
STU0726,22,Male,1,Arts,91.6,7.84,2.9,2,0,3,7.8,10,4.5,5.5,16.2,5,7.4,2,16.86,70.54,8.82,Low
STU0727,19,Female,2,Business,89.0,8.17,4.1,4,2,3,7.5,9,5.2,5.7,12.5,5,8.5,2,29.3,66.39,17.89,Low
STU0728,22,Female,1,Computer Science,96.8,7.33,3.2,1,0,3,8.0,10,7.3,5.6,16.2,6,8.2,2,14.32,69.82,15.28,Low
STU0729,19,Female,4,Computer Science,86.4,7.56,5.1,7,0,3,7.7,6,8.9,4.7,15.9,6,6.0,2,33.92,57.48,38.49,Moderate
STU0730,19,Male,4,Computer Science,76.2,8.07,7.6,8,1,5,5.8,5,7.4,5.3,9.6,4,2.6,2,49.29,45.1,62.43,High
STU0731,19,Female,2,Computer Science,86.8,8.99,3.8,4,1,2,7.7,10,9.4,7.4,17.9,5,9.6,2,21.72,69.77,26.05,Low
STU0732,22,Other,1,Design,92.4,7.59,6.5,6,3,7,5.1,5,7.6,1.4,7.6,1,3.9,1,53.59,31.47,63.05,High
STU0733,21,Female,4,Medicine,78.3,8.29,7.2,7,4,3,7.4,8,5.3,5.3,13.3,4,6.3,1,47.8,59.74,48.31,Moderate
STU0734,20,Male,2,Design,94.7,6.8,3.0,2,0,2,9.9,10,5.7,4.8,16.0,6,9.8,2,14.83,76.86,24.54,Low
STU0735,20,Female,1,Design,91.1,7.68,3.4,4,1,3,6.6,9,6.3,6.8,11.7,5,7.2,2,26.18,62.94,41.59,Moderate
STU0736,22,Female,3,Commerce,89.6,7.09,4.4,3,1,4,7.8,10,5.8,7.7,12.2,5,7.3,2,28.81,70.28,25.85,Low
STU0737,20,Male,4,Commerce,75.8,7.76,7.8,9,1,6,6.2,5,8.5,3.7,4.1,3,3.0,2,56.16,38.84,55.66,Moderate
STU0738,22,Male,1,Computer Science,84.2,6.78,8.0,6,4,6,7.1,5,11.8,5.0,2.9,5,5.8,0,57.22,39.99,55.12,Moderate
STU0739,20,Male,1,Engineering,85.9,8.13,6.0,5,0,4,6.8,7,8.0,6.1,14.1,5,3.6,2,31.58,55.96,48.93,Moderate
STU0740,20,Male,4,Commerce,75.4,6.37,7.0,8,1,6,6.7,6,6.4,3.6,8.7,2,8.6,1,55.09,47.32,60.13,High
STU0741,20,Male,1,Computer Science,73.0,6.67,6.8,8,2,8,5.4,2,10.4,4.1,5.5,3,2.8,0,64.49,27.19,69.75,High
STU0742,20,Male,1,Computer Science,84.4,7.24,5.0,7,2,5,6.4,7,7.8,3.8,9.7,4,4.0,1,47.37,46.75,67.0,High
STU0743,21,Male,3,Business,72.9,8.73,5.7,5,2,6,5.8,7,7.4,4.1,10.2,3,4.7,1,45.16,45.42,47.32,Moderate
STU0744,20,Female,4,Commerce,83.9,6.16,6.2,7,2,8,4.1,5,6.8,1.9,6.1,3,3.5,0,60.25,30.1,57.81,Moderate
STU0745,19,Female,2,Engineering,91.9,8.46,4.2,4,0,3,7.3,9,7.6,8.1,10.0,6,9.1,2,22.42,67.05,17.45,Low
STU0746,23,Female,4,Commerce,86.9,7.22,5.0,6,0,1,8.3,9,6.0,9.4,15.4,5,10.4,2,24.87,76.02,28.34,Low
STU0747,20,Male,3,Design,78.5,6.47,4.4,5,3,3,6.7,7,6.5,3.5,7.1,3,4.5,2,39.91,48.11,36.36,Moderate
STU0748,20,Female,1,Engineering,86.2,7.27,5.4,6,2,5,5.7,6,8.4,2.5,8.0,3,6.8,2,44.57,41.88,56.29,Moderate
STU0749,23,Female,4,Computer Science,69.3,7.88,4.1,5,3,2,7.3,9,5.8,4.3,11.3,6,11.4,2,35.51,65.61,32.78,Moderate
STU0750,21,Male,2,Arts,75.9,7.77,5.2,7,1,7,5.7,5,7.2,2.0,4.1,3,4.0,1,51.73,35.36,53.22,Moderate
STU0751,19,Male,2,Engineering,95.3,7.02,4.1,5,2,4,7.4,7,9.1,6.2,10.4,5,9.5,2,36.28,58.64,45.02,Moderate
STU0752,24,Male,3,Computer Science,97.5,7.93,6.9,4,0,3,7.4,8,4.0,5.9,10.6,5,8.4,1,24.62,63.44,26.05,Low
STU0753,21,Female,2,Medicine,83.9,8.63,7.9,7,1,5,7.1,5,7.3,4.4,9.6,2,5.4,1,44.55,45.28,44.1,Moderate
STU0754,20,Male,1,Design,76.0,7.44,4.1,4,1,4,6.9,8,9.0,4.5,12.7,6,5.0,2,33.02,55.85,38.38,Moderate
STU0755,19,Female,1,Computer Science,90.0,7.95,2.4,4,2,3,8.3,10,7.0,8.2,11.8,7,12.6,2,28.08,76.9,21.2,Low
STU0756,22,Female,2,Engineering,84.8,8.32,6.5,8,1,6,6.2,7,7.0,6.6,15.4,6,6.1,1,49.86,58.05,51.9,Moderate
STU0757,21,Female,4,Engineering,92.2,7.99,6.8,6,0,5,8.1,10,4.9,6.2,13.7,5,9.6,2,37.54,72.2,43.28,Moderate
STU0758,20,Female,3,Arts,89.1,8.21,5.5,6,0,6,6.2,7,7.4,4.3,10.8,3,8.1,2,39.94,51.09,61.77,High
STU0759,23,Female,4,Computer Science,89.3,9.68,6.7,6,4,3,6.8,7,7.8,3.8,10.9,5,8.3,3,40.46,55.94,38.96,Moderate
STU0760,22,Male,2,Commerce,83.8,5.64,4.7,8,2,6,6.2,7,6.4,3.2,13.8,6,7.9,2,55.99,55.71,45.3,Moderate
STU0761,19,Female,2,Arts,78.7,6.8,5.0,3,2,5,7.8,9,5.9,4.8,15.2,5,7.5,1,37.94,64.11,26.32,Low
STU0762,20,Male,1,Computer Science,77.5,6.96,6.6,5,0,8,6.8,4,9.7,4.3,10.5,4,6.7,1,48.76,43.65,56.99,Moderate
STU0763,19,Male,1,Arts,74.9,7.0,2.8,1,0,2,7.3,10,4.3,8.9,12.6,7,11.6,2,14.85,77.94,27.9,Low
STU0764,21,Female,2,Arts,74.5,7.46,3.6,5,1,3,6.0,8,6.7,5.1,17.3,4,9.8,2,32.26,59.83,26.68,Low
STU0765,18,Male,4,Business,74.6,6.82,7.3,4,2,6,6.6,6,8.6,5.0,13.3,5,4.7,1,46.62,50.05,37.3,Moderate
STU0766,21,Female,4,Computer Science,67.1,8.16,6.8,8,1,6,5.7,5,8.2,3.7,11.2,4,4.1,1,53.33,41.62,77.52,High
STU0767,21,Male,4,Commerce,89.6,7.96,3.0,4,1,3,7.6,8,6.3,6.8,14.8,6,8.4,2,25.63,67.73,19.17,Low
STU0768,22,Female,1,Design,90.8,7.78,5.2,4,1,4,6.3,4,7.8,4.5,5.3,4,5.9,2,30.9,43.25,38.56,Moderate
STU0769,20,Female,4,Arts,73.8,8.13,5.6,6,2,5,7.3,7,4.9,5.7,9.4,3,7.5,2,45.37,58.12,26.67,Low
STU0770,22,Female,2,Computer Science,83.0,7.28,5.6,8,1,5,5.4,4,10.0,4.4,9.3,2,4.4,0,47.81,33.16,36.83,Moderate
STU0771,19,Male,1,Design,91.5,8.21,3.3,7,3,5,6.7,8,8.9,5.3,10.1,6,6.8,2,46.15,56.49,43.25,Moderate
STU0772,22,Male,4,Engineering,71.6,6.02,7.1,7,2,6,6.6,8,6.5,3.8,9.8,4,8.1,1,56.62,53.27,61.39,High
STU0773,19,Female,3,Computer Science,98.7,8.65,6.9,6,1,5,7.4,8,6.4,6.2,11.1,4,7.0,2,38.44,60.86,38.69,Moderate
STU0774,20,Male,1,Engineering,90.3,7.09,3.9,3,1,2,8.3,9,6.4,5.7,10.6,6,8.7,3,21.61,69.4,10.24,Low
STU0775,22,Male,2,Design,78.9,8.28,7.3,5,3,6,6.1,5,10.4,1.8,8.4,3,2.2,1,49.24,33.46,57.39,Moderate
STU0776,19,Male,2,Medicine,84.7,7.4,3.5,3,1,2,6.3,9,5.1,5.6,11.4,6,6.7,2,21.69,62.43,14.87,Low
STU0777,19,Male,3,Medicine,79.8,7.98,4.8,5,3,2,7.3,9,6.4,6.0,13.5,5,6.3,3,34.18,65.59,26.43,Low
STU0778,21,Male,2,Arts,86.9,7.58,3.8,4,4,6,6.8,9,6.4,3.6,12.5,6,8.0,1,46.38,59.11,44.25,Moderate
STU0779,21,Male,4,Engineering,79.5,7.49,6.2,5,1,4,6.9,7,8.2,4.5,16.5,5,6.7,3,36.88,58.55,37.99,Moderate
STU0780,21,Male,1,Commerce,81.9,7.06,5.0,6,2,8,5.8,4,6.1,4.0,6.2,2,4.7,1,55.31,38.52,60.18,High
STU0781,21,Female,2,Engineering,81.6,10.0,10.5,7,3,8,5.8,7,10.4,2.7,11.0,3,4.8,2,60.82,41.99,67.3,High
STU0782,20,Female,2,Engineering,80.3,7.34,4.6,4,1,4,8.4,9,5.6,6.7,14.6,5,9.4,3,32.88,73.32,29.44,Low
STU0783,19,Female,2,Commerce,68.9,7.77,5.9,8,1,7,5.0,4,8.8,2.6,8.3,4,1.8,1,56.26,32.63,56.01,Moderate
STU0784,20,Male,2,Arts,82.7,8.15,6.1,5,0,6,6.4,6,5.7,3.6,11.6,4,4.9,2,38.83,50.42,48.44,Moderate
STU0785,19,Male,3,Medicine,84.0,7.43,5.5,3,4,2,7.6,8,5.4,4.3,12.5,6,10.9,1,32.42,63.87,21.65,Low
STU0786,23,Female,4,Design,87.8,8.9,5.4,4,0,3,6.9,8,9.6,5.6,11.7,5,8.5,2,23.37,57.39,33.38,Moderate
STU0787,21,Male,4,Computer Science,68.0,8.81,9.4,7,2,8,4.7,6,12.4,3.9,3.4,2,2.7,1,61.15,28.55,75.99,High
STU0788,20,Female,4,Computer Science,68.8,8.45,7.5,5,1,6,7.0,6,10.7,6.3,7.6,3,8.6,2,44.81,49.64,42.37,Moderate
STU0789,20,Female,4,Medicine,82.0,7.85,7.5,6,1,6,6.6,6,8.3,2.9,10.0,3,6.2,3,46.39,47.43,44.93,Moderate
STU0790,24,Other,3,Computer Science,80.5,6.42,5.6,3,1,4,6.7,9,8.1,7.8,16.5,5,8.5,1,32.44,64.25,48.01,Moderate
STU0791,19,Female,4,Engineering,69.3,8.76,9.5,7,3,6,5.8,4,11.1,5.9,6.5,3,3.2,1,57.43,36.0,62.42,High
STU0792,21,Female,2,Medicine,83.2,7.77,2.5,3,0,2,7.8,8,5.3,8.2,16.0,8,9.4,2,17.49,75.32,21.85,Low
STU0793,20,Male,2,Computer Science,85.2,7.64,5.5,5,3,4,7.3,8,8.3,5.0,7.5,5,9.0,2,41.09,57.36,43.91,Moderate
STU0794,21,Male,2,Engineering,88.3,7.99,5.6,4,0,3,6.9,7,10.1,6.4,13.1,4,9.8,2,24.97,56.66,27.15,Low
STU0795,18,Female,2,Medicine,83.0,7.43,5.5,4,2,3,8.2,9,7.1,8.2,12.5,4,6.9,2,32.7,67.64,41.16,Moderate
STU0796,22,Male,2,Commerce,83.1,8.03,5.6,8,5,7,5.9,6,10.0,4.4,7.8,2,6.7,2,65.21,42.03,73.53,High
STU0797,24,Male,4,Arts,86.6,8.97,6.0,5,1,7,5.3,4,8.5,2.2,5.6,3,6.7,1,43.06,33.9,53.31,Moderate
STU0798,21,Female,2,Commerce,79.1,8.13,7.6,8,5,9,4.8,3,8.2,1.2,5.6,1,4.8,1,74.04,25.89,77.14,High
STU0799,21,Female,1,Engineering,81.5,7.31,3.5,3,0,1,7.9,7,6.7,5.4,11.8,4,6.7,3,16.04,60.89,32.17,Moderate
STU0800,23,Male,2,Arts,93.0,8.43,4.0,4,1,6,7.7,6,5.0,5.6,7.7,5,7.8,3,35.12,60.85,44.72,Moderate
STU0801,21,Female,1,Design,85.3,7.7,6.1,6,0,5,5.4,5,7.2,4.9,11.7,4,8.2,2,38.59,48.37,53.72,Moderate
STU0802,19,Male,1,Computer Science,77.7,8.27,6.3,6,1,6,6.1,5,10.0,5.3,12.6,3,3.8,2,45.41,44.01,39.62,Moderate
STU0803,21,Male,1,Computer Science,76.4,7.55,5.9,8,3,6,6.1,7,9.9,1.1,7.7,4,8.8,1,58.04,41.62,63.29,High
STU0804,21,Other,2,Commerce,85.9,8.26,4.5,3,2,5,7.2,8,6.0,6.6,14.6,3,5.8,2,33.89,61.05,47.91,Moderate
STU0805,20,Female,2,Medicine,62.5,7.27,11.1,10,4,8,5.2,3,9.8,2.6,4.9,3,4.1,1,80.38,28.97,80.12,Very High
STU0806,21,Other,4,Design,58.5,7.09,6.2,9,3,8,5.2,6,10.0,4.5,6.9,3,7.7,1,71.49,39.98,77.33,High
STU0807,24,Female,3,Design,64.0,7.29,6.4,6,4,6,6.1,6,8.1,3.0,10.3,3,7.4,1,58.41,44.0,57.16,Moderate
STU0808,23,Female,2,Commerce,75.7,8.61,6.2,9,1,6,6.3,6,6.4,3.0,9.7,3,9.5,1,53.42,47.63,55.76,Moderate
STU0809,20,Female,2,Arts,88.6,8.55,2.8,4,2,2,7.2,10,5.3,5.4,16.4,4,9.5,3,24.32,69.67,27.06,Low
STU0810,19,Female,2,Medicine,88.2,8.67,4.9,6,0,3,7.8,10,5.8,5.1,10.7,5,7.4,2,28.82,65.69,35.59,Moderate
STU0811,26,Male,3,Computer Science,83.2,7.33,4.4,5,1,2,8.5,9,6.9,6.7,9.1,6,11.3,2,28.36,70.21,35.03,Moderate
STU0812,22,Female,1,Business,81.1,6.83,4.9,7,2,6,5.1,6,6.5,3.9,5.2,4,5.4,2,51.85,43.37,45.36,Moderate
STU0813,19,Female,1,Engineering,74.5,7.21,9.0,6,3,8,6.1,6,8.1,4.0,7.4,3,4.3,1,62.62,41.98,60.88,High
STU0814,23,Male,4,Design,83.4,7.09,4.8,4,0,2,8.5,10,6.3,7.0,13.5,5,5.9,2,23.28,70.37,26.66,Low
STU0815,22,Female,2,Arts,76.5,7.1,5.5,5,1,5,6.0,8,6.5,4.6,12.6,5,5.4,2,40.78,55.28,38.67,Moderate
STU0816,20,Male,1,Commerce,81.3,7.57,3.2,3,0,3,7.0,10,4.4,6.9,14.5,6,7.6,2,22.06,71.01,27.93,Low
STU0817,21,Female,1,Commerce,72.2,7.1,4.6,7,3,4,6.6,7,5.4,7.6,9.9,4,4.3,1,48.97,56.09,39.86,Moderate
STU0818,20,Male,4,Medicine,69.3,7.43,7.7,9,1,6,8.6,6,4.6,3.9,9.8,6,7.0,1,57.71,59.76,42.34,Moderate
STU0819,18,Male,4,Engineering,89.9,7.59,8.0,7,1,8,6.4,5,8.0,3.1,7.2,3,4.3,1,55.37,39.84,52.94,Moderate
STU0820,20,Female,3,Engineering,80.3,7.52,8.6,9,4,6,6.8,5,8.1,2.9,9.1,4,8.4,2,65.47,47.16,49.85,Moderate
STU0821,22,Female,2,Commerce,77.4,6.94,5.8,4,2,8,6.2,6,7.8,2.3,9.8,3,5.9,1,51.37,42.33,49.18,Moderate
STU0822,18,Female,2,Design,99.7,7.48,5.8,6,1,5,6.5,8,7.6,5.0,12.1,4,9.0,2,39.31,56.93,54.83,Moderate
STU0823,20,Male,4,Commerce,82.5,7.45,4.9,7,3,7,5.5,6,6.5,0.5,12.0,3,6.6,1,56.92,40.7,49.77,Moderate
STU0824,20,Female,4,Computer Science,100.0,8.53,7.0,4,1,4,7.9,9,7.3,7.1,11.1,6,5.3,2,29.62,65.63,25.22,Low
STU0825,20,Female,1,Medicine,70.4,7.34,5.6,7,2,6,7.5,8,6.4,7.2,11.6,4,10.7,2,53.37,65.36,44.98,Moderate
STU0826,23,Female,4,Design,73.8,6.58,6.1,5,2,5,6.6,7,9.1,5.3,12.6,5,5.7,2,45.59,53.57,38.13,Moderate
STU0827,20,Female,1,Medicine,83.4,7.5,6.7,5,1,4,7.3,7,5.3,8.4,9.6,3,8.2,1,36.63,60.61,31.24,Moderate
STU0828,20,Female,1,Medicine,84.1,9.19,6.7,6,4,4,7.5,8,8.2,3.9,13.1,6,6.5,2,45.47,58.78,34.25,Moderate
STU0829,21,Male,3,Design,71.1,7.69,8.1,10,4,8,4.3,3,10.6,1.8,4.4,1,4.5,1,75.75,21.79,77.09,High
STU0830,20,Female,2,Commerce,83.6,7.99,4.9,3,1,4,7.5,5,7.8,6.5,13.6,5,11.6,2,28.72,60.54,32.34,Moderate
STU0831,19,Female,4,Engineering,91.5,7.9,5.4,4,1,2,6.7,10,7.5,7.6,10.9,6,6.7,3,24.08,66.89,31.96,Moderate
STU0832,20,Male,1,Business,79.4,7.69,2.5,4,2,3,7.3,9,6.0,5.0,13.3,6,8.2,2,30.37,65.3,34.08,Moderate
STU0833,19,Male,2,Computer Science,97.0,7.37,4.7,3,0,5,7.3,10,9.2,6.3,14.1,5,9.2,2,27.69,65.04,40.02,Moderate
STU0834,19,Female,4,Arts,68.8,8.23,6.2,7,2,6,5.8,6,7.7,5.5,10.3,3,7.1,2,52.65,48.82,47.92,Moderate
STU0835,20,Female,4,Computer Science,83.8,7.84,6.2,7,2,5,7.1,8,8.8,4.1,10.9,3,5.6,2,47.47,51.8,39.07,Moderate
STU0836,20,Female,1,Computer Science,85.7,7.38,3.5,5,2,2,7.6,8,5.9,7.7,17.8,5,9.2,3,30.11,71.99,22.67,Low
STU0837,23,Male,2,Business,78.1,8.12,7.6,8,2,8,5.4,2,9.3,3.1,8.9,1,0.3,1,61.89,26.16,81.42,Very High
STU0838,20,Female,3,Engineering,69.6,7.62,6.7,6,2,4,6.9,8,6.6,4.9,9.8,4,11.5,3,44.51,61.26,26.64,Low
STU0839,21,Male,1,Design,71.4,7.24,5.7,5,1,5,8.2,8,8.4,4.0,14.9,2,5.5,2,41.56,55.94,51.15,Moderate
STU0840,21,Male,4,Design,63.0,7.28,7.1,6,2,5,7.2,5,8.4,3.3,10.5,4,6.5,1,49.84,46.33,60.04,High
STU0841,18,Male,4,Business,87.2,7.01,6.3,5,2,5,8.5,7,6.3,6.1,12.5,4,6.6,1,42.81,61.07,42.86,Moderate
STU0842,21,Female,1,Arts,90.2,7.54,3.3,4,2,4,6.8,9,7.1,2.7,12.2,7,5.9,2,32.82,58.32,30.42,Moderate
STU0843,19,Female,1,Engineering,86.9,7.36,5.8,6,2,4,7.6,5,7.1,3.2,8.3,5,6.7,1,41.31,49.1,50.04,Moderate
STU0844,25,Female,1,Commerce,77.7,6.9,5.3,7,3,6,5.8,5,8.6,2.5,5.2,4,7.3,0,55.63,37.11,53.07,Moderate
STU0845,19,Female,4,Computer Science,86.3,6.94,5.9,6,1,5,7.5,7,7.7,6.4,12.2,5,11.9,1,42.52,61.68,36.76,Moderate
STU0846,20,Male,1,Engineering,80.9,7.45,5.3,5,1,5,5.8,6,9.9,4.9,12.8,4,4.6,2,39.29,46.21,48.23,Moderate
STU0847,19,Other,2,Business,94.4,7.44,4.1,6,2,4,6.9,6,9.2,4.6,11.2,4,6.9,2,38.51,50.45,40.25,Moderate
STU0848,28,Male,2,Engineering,69.7,7.48,8.5,7,0,7,6.5,6,11.5,5.3,10.3,4,4.4,1,53.0,43.92,46.3,Moderate
STU0849,20,Male,3,Commerce,77.9,7.08,7.4,10,2,8,5.4,5,9.0,2.5,5.4,3,4.5,1,69.05,34.16,65.98,High
STU0850,21,Female,1,Medicine,77.8,6.57,3.6,5,1,4,8.6,9,4.4,8.1,14.6,6,7.3,2,36.53,75.56,34.23,Moderate
STU0851,18,Female,1,Commerce,66.0,7.69,5.9,6,4,7,5.5,7,6.3,3.5,11.6,3,4.7,1,60.32,45.63,65.93,High
STU0852,21,Female,4,Arts,87.2,7.99,5.8,7,1,4,7.1,6,7.7,2.7,11.6,5,9.1,1,39.98,51.15,49.4,Moderate
STU0853,19,Male,4,Computer Science,73.2,9.94,9.9,8,1,8,5.6,5,10.3,3.1,5.6,3,4.2,1,58.59,34.03,73.9,High
STU0854,23,Male,4,Commerce,70.5,7.54,5.1,7,2,6,7.1,6,8.6,4.5,8.8,4,7.3,2,52.6,50.63,52.85,Moderate
STU0855,19,Male,1,Business,83.8,7.34,4.5,4,1,6,6.2,6,6.5,6.1,5.8,3,5.4,2,38.88,48.86,43.64,Moderate
STU0856,19,Female,2,Medicine,74.2,6.79,9.2,9,4,8,4.9,5,8.4,3.5,8.8,4,6.4,1,74.87,39.14,81.2,Very High
STU0857,18,Female,3,Computer Science,85.1,8.37,5.3,7,1,4,7.3,7,8.2,6.4,10.0,4,9.1,1,39.28,56.31,38.64,Moderate
STU0858,20,Male,2,Commerce,68.3,8.14,5.0,6,2,4,7.1,7,6.4,4.2,7.1,3,6.0,1,42.44,49.75,52.91,Moderate
STU0859,21,Female,4,Engineering,94.7,8.62,6.3,6,1,4,7.9,9,7.4,5.9,11.9,5,7.6,1,35.32,62.73,45.72,Moderate
STU0860,18,Male,3,Computer Science,71.4,7.97,7.0,9,4,7,4.4,5,9.3,3.0,11.8,2,4.5,1,68.21,33.66,49.64,Moderate
STU0861,22,Male,1,Business,87.8,7.38,4.1,4,0,3,7.9,10,6.3,5.2,15.1,5,9.0,2,24.82,68.82,28.34,Low
STU0862,20,Male,4,Medicine,67.4,8.49,10.0,10,4,7,6.0,4,8.0,5.0,5.2,5,5.4,2,73.28,43.78,56.51,Moderate
STU0863,20,Female,4,Arts,83.1,8.48,7.4,6,2,9,5.6,5,5.5,1.7,8.7,2,2.6,1,58.07,36.7,52.0,Moderate
STU0864,20,Female,1,Design,84.4,6.56,5.2,5,3,4,6.7,7,9.4,5.5,9.6,5,7.2,2,42.78,53.31,38.46,Moderate
STU0865,20,Female,3,Commerce,74.0,6.29,6.9,6,4,5,6.3,7,6.9,6.2,11.2,4,3.1,1,55.49,51.25,38.56,Moderate
STU0866,21,Female,2,Computer Science,83.8,6.32,3.1,2,0,3,7.4,10,7.2,6.6,14.4,6,11.0,3,20.86,72.35,30.37,Moderate
STU0867,19,Female,2,Engineering,72.7,7.16,7.3,5,2,8,6.6,6,7.5,3.0,10.1,2,5.1,1,55.81,43.24,54.23,Moderate
STU0868,19,Male,1,Computer Science,79.4,7.85,6.5,8,2,5,4.7,5,8.4,4.1,10.8,4,4.3,2,51.21,40.74,63.33,High
STU0869,22,Male,3,Business,73.5,6.31,4.3,5,0,5,5.8,7,8.3,5.1,9.8,6,6.4,1,38.59,50.56,46.14,Moderate
STU0870,24,Female,4,Computer Science,93.7,7.2,4.7,6,1,6,6.6,6,9.5,7.7,14.1,3,10.1,1,43.19,54.56,43.93,Moderate
STU0871,20,Female,2,Engineering,96.7,9.75,8.3,6,5,7,7.7,7,9.9,7.4,11.6,4,7.9,1,56.77,56.99,43.42,Moderate
STU0872,19,Female,1,Medicine,81.0,8.24,6.1,6,2,4,6.7,8,5.9,6.3,12.0,5,5.9,2,41.07,60.55,37.48,Moderate
STU0873,21,Female,3,Engineering,75.5,7.15,6.6,5,4,3,6.9,8,9.1,6.1,13.5,5,6.0,2,44.11,57.95,46.12,Moderate
STU0874,20,Male,2,Computer Science,76.4,7.14,7.6,7,3,6,6.9,4,12.4,4.0,14.2,3,5.4,0,57.37,38.44,57.29,Moderate
STU0875,18,Female,4,Commerce,88.7,8.3,5.4,4,1,4,7.4,7,7.8,6.4,14.3,4,4.9,2,30.55,58.08,31.72,Moderate
STU0876,19,Female,2,Computer Science,94.0,8.52,7.5,4,0,7,6.4,7,10.1,1.9,7.0,4,3.3,1,38.05,39.43,49.26,Moderate
STU0877,21,Female,1,Computer Science,92.7,7.2,3.2,3,3,1,9.3,10,5.7,8.2,20.0,8,12.0,3,23.11,87.88,26.41,Low
STU0878,21,Male,1,Engineering,94.4,8.5,6.3,6,0,5,6.0,7,6.7,6.2,10.3,5,4.0,2,35.91,53.69,42.34,Moderate
STU0879,18,Male,3,Design,70.5,7.34,5.2,3,0,3,7.8,10,5.5,9.8,12.0,6,9.8,3,25.91,78.26,31.87,Moderate
STU0880,19,Female,1,Medicine,72.8,8.04,7.2,6,1,6,6.1,7,6.6,4.6,12.2,3,6.1,2,47.36,51.55,31.61,Moderate
STU0881,19,Male,3,Engineering,79.8,7.19,8.2,4,4,4,5.4,8,8.0,4.5,10.0,6,10.5,2,45.22,55.03,45.99,Moderate
STU0882,21,Male,1,Commerce,86.3,7.65,4.0,5,2,5,8.0,6,5.3,5.0,9.5,4,7.4,2,39.98,58.17,39.96,Moderate
STU0883,18,Male,2,Engineering,75.6,7.53,4.8,2,3,3,7.5,8,7.6,7.1,15.1,5,7.1,1,30.63,62.76,27.01,Low
STU0884,19,Female,2,Arts,82.8,7.34,6.2,6,0,8,7.0,6,8.1,4.6,12.4,5,5.1,1,49.69,50.99,50.67,Moderate
STU0885,22,Male,4,Computer Science,67.0,8.15,7.6,8,2,8,4.9,3,10.4,1.7,7.5,3,3.7,1,63.69,27.1,74.39,High
STU0886,19,Male,4,Commerce,79.9,6.88,6.5,6,0,3,6.6,6,6.8,5.8,14.1,4,6.9,2,34.52,55.61,40.12,Moderate
STU0887,21,Male,1,Business,87.6,7.42,1.9,5,0,1,7.8,9,6.5,8.8,16.6,5,6.7,2,19.06,71.25,14.58,Low
STU0888,19,Male,2,Design,79.1,6.8,3.9,5,1,4,6.9,7,6.9,4.8,7.8,3,7.5,2,36.18,52.52,45.3,Moderate
STU0889,19,Male,1,Computer Science,86.9,7.91,5.1,5,0,2,7.6,9,8.7,7.6,13.9,5,7.9,3,24.36,67.46,37.14,Moderate
STU0890,19,Female,2,Engineering,78.3,8.44,8.9,8,4,8,4.9,4,9.2,1.8,5.2,3,3.1,2,68.41,30.42,70.14,High
STU0891,21,Male,2,Commerce,73.8,6.84,6.2,7,1,8,6.2,7,8.5,3.9,11.3,3,4.3,1,57.8,45.27,55.82,Moderate
STU0892,22,Male,4,Computer Science,78.8,7.16,6.3,5,1,5,5.6,7,9.2,4.3,11.3,4,8.2,3,40.96,50.53,40.13,Moderate
STU0893,22,Male,4,Design,72.3,7.88,8.4,6,1,7,6.6,5,11.7,4.4,8.2,3,2.4,1,52.04,37.32,60.22,High
STU0894,20,Female,2,Commerce,58.5,7.72,7.8,8,4,9,5.4,4,9.5,1.3,4.4,3,0.1,1,75.33,26.68,71.6,High
STU0895,21,Male,2,Design,86.4,7.48,5.6,5,1,5,6.1,5,8.6,5.6,12.6,3,0.5,2,38.58,43.87,75.23,High
STU0896,19,Male,4,Computer Science,67.8,7.96,5.9,7,3,5,6.2,7,7.9,5.5,9.6,5,7.1,1,52.68,51.88,58.89,Moderate
STU0897,19,Female,4,Commerce,93.7,8.16,5.3,5,4,4,8.2,8,4.6,3.9,12.0,4,7.2,2,41.64,62.35,41.59,Moderate
STU0898,23,Male,1,Commerce,75.1,7.91,7.3,7,3,6,5.4,6,8.9,3.4,6.4,5,2.7,1,56.05,39.09,62.05,High
STU0899,18,Male,2,Business,69.8,6.14,3.4,7,2,5,5.3,8,8.8,7.0,9.0,4,5.3,1,50.3,49.44,49.39,Moderate
STU0900,19,Male,2,Computer Science,66.0,6.26,5.9,8,3,8,6.5,4,8.8,0.6,8.7,3,4.3,1,68.59,34.53,70.53,High
